neighbourhood_cleansed,id,price,latitude,longitude,people,rooms,review.num,ratings.old,superhost,no.private,living
Edgewater,3267902,85,41.98950213,-87.66684847,4,1,198,98,1,0,1
Lake View,3292054,450,41.94313274,-87.65612607,8,3,126,99,1,0,1
Lake View,3293564,99,41.9446469,-87.65476795,2,1,34,99,1,0,0
Lake View,3295017,99,41.94276002,-87.65497826,2,1,17,98,1,0,0
Avondale,3298786,67,41.93625434,-87.71245424,2,1,56,97,1,0,0
West Town,3300206,70,41.90832252,-87.69444473,2,1,38,94,0,0,1
West Town,3302759,299,41.89985924,-87.68030308,12,3,109,95,1,0,1
Lake View,3303813,75,41.9427857,-87.65547574,2,1,50,98,1,0,0
Near West Side,3308694,299,41.88669699,-87.64337699,5,2,24,96,1,0,1
Uptown,3317508,370,41.96932065,-87.65132303,3,2,21,99,1,0,1
East Garfield Park,3329088,110,41.88373487,-87.70717955,4,2,66,97,1,0,1
Near South Side,3351169,63,41.86109983,-87.62780312,2,1,131,94,1,1,0
Near South Side,3364289,88,41.85633785,-87.62789487,2,1,33,99,0,0,0
West Town,3373118,130,41.90960952,-87.69634975,4,2,0,,1,0,1
West Town,3376665,90,41.90968027,-87.69767961,2,1,52,96,1,0,0
Lake View,3385966,2000,41.9375523,-87.66932251,5,2,120,97,1,0,1
Avondale,3389545,108,41.93569217,-87.72505871,4,2,124,99,1,0,1
Mckinley Park,3394750,90,41.82583486,-87.6753408,3,2,37,94,0,0,1
Lincoln Park,3410667,93,41.9134182,-87.63319629,2,1,17,98,1,0,1
Armour Square,3430491,75,41.84799884,-87.63404754,2,1,223,98,0,0,0
Lower West Side,3440257,150,41.85904011,-87.64603536,2,1,213,98,0,0,1
Uptown,3445375,275,41.96004561,-87.65633423,4,2,35,99,0,0,1
Dunning,3445991,35,41.94288261,-87.7991464,1,1,4,75,0,0,0
Rogers Park,3453656,45,41.99993126,-87.66843538,2,1,22,99,0,0,0
Lake View,3488317,375,41.94328457,-87.64870079,7,3,6,100,0,0,1
Hyde Park,3517984,75,41.79980218,-87.59381477,2,1,207,99,1,0,0
Lake View,3521727,330,41.9400923,-87.65696616,4,2,9,100,0,0,1
West Town,3532148,138,41.89646497,-87.69619634,6,2,36,98,0,0,1
Lincoln Park,3534562,175,41.92715941,-87.65787507,5,2,264,99,1,0,1
Mckinley Park,3562948,112,41.82564928,-87.6741363,6,3,76,95,1,0,1
West Town,3563297,55,41.9018199,-87.6840208,2,1,156,96,1,0,0
Logan Square,3570616,95,41.92930499,-87.71828849,3,1,138,94,0,0,1
Near North Side,3580497,200,41.89805134,-87.62977379,4,2,82,98,0,0,1
Logan Square,3585870,110,41.92245052,-87.70345023,2,1,186,94,1,0,1
Edgewater,3590692,64,41.99041082,-87.66022221,1,1,32,95,0,0,0
North Center,3599882,159,41.93673011,-87.68339524,4,2,96,96,0,0,1
Logan Square,3614008,105,41.92746556,-87.68911923,2,1,26,100,0,0,0
Lincoln Park,3627357,199,41.92528792,-87.66642301,2,1,63,84,0,0,1
Rogers Park,3634631,70,42.00354922,-87.67380345,1,1,13,97,0,0,0
Rogers Park,3638346,65,42.00564772,-87.66330007,2,1,93,99,1,0,0
Irving Park,3638744,67,41.96023544,-87.72159364,4,1,16,93,0,0,1
Edgewater,3639045,70,41.99783447,-87.67372856,1,1,2,80,0,0,0
Avondale,3644021,70,41.93347949,-87.70669689,2,1,172,99,1,0,0
West Town,3651965,59,41.91174282,-87.68596205,2,1,169,98,1,0,0
Near North Side,3666681,200,41.88974969,-87.63424515,2,0,7,100,1,0,1
Kenwood,3667996,29,41.80285186,-87.60353528,2,1,21,90,0,0,0
Lake View,3677577,75,41.94316843,-87.65032911,2,1,19,95,1,0,1
Lincoln Park,3684028,150,41.93180441,-87.65113496,3,1,57,96,0,0,1
Near North Side,3689246,205,41.8976799,-87.64370081,2,1,26,97,1,0,1
Rogers Park,3696178,45,42.0213883,-87.67363218,2,1,32,96,1,0,0
Grand Boulevard,3697283,75,41.81792696,-87.61796368,2,1,9,89,0,0,0
Avondale,3712827,95,41.93307598,-87.71625338,4,2,141,97,0,0,1
Near North Side,3731110,100,41.9027471,-87.63109666,3,0,116,95,1,0,1
West Ridge,3742513,25,42.01710251,-87.68847002,2,1,98,94,1,1,0
Edgewater,3751630,83,41.97701876,-87.67242094,4,2,135,97,1,0,1
South Lawndale,3751869,65,41.85462074,-87.69299906,3,2,101,86,0,0,1
Lake View,3760040,119,41.94223876,-87.65136717,2,1,127,93,0,0,0
West Town,3768078,95,41.89409667,-87.6505985,2,1,10,100,0,0,0
Humboldt Park,3783533,90,41.89753533,-87.70309641,6,2,216,97,1,0,1
South Shore,3797518,100,41.77188783,-87.57457792,2,1,2,100,0,0,0
Logan Square,3798482,50,41.91999469,-87.69002381,2,1,151,99,1,0,0
Lake View,3798495,110,41.94164673,-87.63983373,2,1,25,100,0,0,0
Logan Square,3800675,300,41.91917745,-87.67633027,8,3,11,92,0,0,1
West Lawn,3811926,34,41.7838408,-87.72759176,2,1,316,96,1,0,0
West Town,3826514,189,41.91146512,-87.6696825,4,2,187,96,1,0,1
Lake View,3828422,68,41.95036989,-87.64569655,1,1,25,99,0,0,0
Loop,3843678,76,41.88148772,-87.62486037,2,1,192,90,1,0,0
West Town,3857383,125,41.9034926,-87.69280871,6,2,32,96,0,0,1
West Town,3861771,99,41.90623957,-87.69183876,6,2,119,83,0,0,1
Uptown,3870522,119,41.97407016,-87.66589659,5,2,32,95,1,0,1
Brighton Park,3883727,156,41.81990732,-87.68593982,8,3,25,92,0,0,1
Near North Side,3897045,100,41.89421863,-87.62595764,2,1,18,88,1,0,1
Lower West Side,3898355,69,41.85530866,-87.65410909,5,1,299,83,0,0,1
Hyde Park,3907071,37,41.79554928,-87.59174205,2,1,44,77,0,0,0
Edgewater,3912360,111,41.99149818,-87.65704168,2,1,26,93,0,0,1
Uptown,3932775,80,41.97355486,-87.66141757,2,1,25,99,0,0,0
Loop,3940061,155,41.88307403,-87.63397133,3,1,14,85,0,0,1
West Town,3944822,90,41.91200267,-87.6776005,2,1,250,96,1,0,1
Lake View,3945142,150,41.9413255,-87.65723415,4,2,7,100,0,0,1
Dunning,3946324,100,41.94148187,-87.79431704,2,1,17,98,0,0,0
Lake View,3946689,1000,41.95293143,-87.66995341,2,1,19,91,0,1,0
Logan Square,3952473,70,41.9188676,-87.71185625,2,1,139,98,1,0,0
Lincoln Park,3953322,249,41.91430559,-87.63996319,6,3,108,95,1,0,1
Rogers Park,3953841,85,42.00610482,-87.66298333,2,1,24,96,1,0,0
Rogers Park,3953880,85,42.00492607,-87.66471446,2,1,12,100,1,0,0
Near West Side,3962072,140,41.88370657,-87.68628726,6,2,59,95,1,0,1
Logan Square,3970529,150,41.91970123,-87.67986062,4,1,97,99,1,0,1
Irving Park,3976521,75,41.95858508,-87.71501983,2,1,88,97,1,0,0
Uptown,3979385,125,41.95717208,-87.64828368,4,2,174,97,1,0,1
West Town,3979425,200,41.90126812,-87.69164684,4,1,3,100,0,0,1
Hyde Park,3984079,150,41.79718187,-87.59378733,10,4,10,69,0,0,1
Hyde Park,3984383,94,41.78980452,-87.58960685,2,1,46,99,1,0,0
Lincoln Park,3999576,55,41.92564892,-87.66078595,2,1,128,96,1,0,0
Hyde Park,4011519,30,41.79535661,-87.59219207,1,1,31,84,0,0,0
Hyde Park,4011755,20,41.79514351,-87.59398059,4,1,3,93,0,0,0
Logan Square,4032955,500,41.91841939,-87.67366608,2,1,1,100,0,0,0
Edgewater,4039289,50,41.97632602,-87.66236803,1,1,1,,0,0,0
Lake View,4051574,125,41.93869016,-87.64426361,2,1,21,94,0,0,0
Lake View,4051584,125,41.94061441,-87.64544233,4,2,28,97,0,0,1
Hyde Park,4056327,84,41.79124463,-87.58821797,2,1,3,100,1,0,0
Lower West Side,4067870,67,41.84737199,-87.67978314,1,1,72,95,1,0,0
West Town,4075630,160,41.90427087,-87.66726211,4,1,243,97,1,0,1
Lincoln Park,4092283,174,41.91697358,-87.63703672,8,2,324,97,1,0,1
Uptown,4096995,50,41.96278115,-87.67338509,3,1,13,83,1,0,0
Lincoln Square,4097267,100,41.96681873,-87.67786218,4,2,7,90,1,0,0
Edgewater,4105283,38,41.99672946,-87.66259538,2,1,187,99,1,0,0
West Town,4112130,160,41.90530986,-87.66734688,5,2,211,98,1,0,1
Edgewater,4145505,65,41.97863736,-87.6662966,2,1,110,97,0,0,0
Lake View,4150121,119,41.9496552,-87.64744502,2,1,281,95,0,0,1
Uptown,4156913,73,41.96811407,-87.65652831,2,1,29,100,1,0,0
Lincoln Square,4157774,102,41.96764579,-87.69037574,2,1,15,97,0,0,1
Near North Side,4164410,59,41.90787364,-87.63454005,1,1,5,100,0,0,0
Lincoln Park,4173269,135,41.9199379,-87.64386931,2,1,193,99,1,0,1
Lake View,4178970,250,41.93473171,-87.65800736,4,2,42,87,0,0,1
Near North Side,4183886,289,41.89580978,-87.61682723,8,2,105,94,1,0,1
West Lawn,4192849,12,41.78395637,-87.72969372,6,2,13,100,1,0,1
Irving Park,4214683,37,41.95014694,-87.7103106,2,1,63,98,1,0,0
West Town,4217933,60,41.89155097,-87.64870745,3,1,7,100,0,0,1
West Town,4218075,290,41.89782582,-87.68692949,4,2,24,100,0,0,1
North Center,4225006,130,41.95951821,-87.68315509,3,1,69,99,1,0,1
Loop,4241350,150,41.88257198,-87.63539099,2,0,6,100,1,0,1
Lake View,4243309,69,41.9427798,-87.64897866,2,1,134,99,0,0,0
Logan Square,4243905,275,41.92721382,-87.69732768,4,2,16,97,0,0,1
Lower West Side,4246135,223,41.85860738,-87.6419257,7,2,187,97,1,0,1
Edgewater,4257285,60,41.99638172,-87.66283858,1,1,47,98,1,0,0
Near North Side,4263439,130,41.9051554,-87.62910108,2,1,89,97,1,0,1
Lincoln Square,4264117,75,41.96739282,-87.68367334,2,1,5,95,0,0,1
Near West Side,4271206,210,41.88119483,-87.65488658,4,2,37,99,0,0,1
Lincoln Square,4278432,150,41.96840962,-87.68509668,5,2,67,95,1,0,1
Grand Boulevard,4278818,98,41.81953505,-87.61594244,1,1,10,98,1,0,0
Irving Park,4288256,60,41.94256887,-87.73219375,2,1,263,95,1,0,0
Logan Square,4301222,325,41.91444824,-87.68547005,12,5,7,80,0,0,1
Logan Square,4302460,90,41.91970045,-87.70636054,5,2,18,99,0,0,1
Grand Boulevard,4335812,80,41.8193328,-87.61495201,1,1,6,93,1,0,0
Lake View,4342299,150,41.95021875,-87.6711998,4,2,3,100,0,0,1
Avondale,4354983,85,41.94016833,-87.71417064,2,1,106,99,1,0,0
Forest Glen,4359719,40,41.99574379,-87.76231817,2,1,12,100,0,0,1
West Ridge,4365466,17,42.01538263,-87.68876103,2,1,85,95,1,1,0
Near North Side,4370895,165,41.90671976,-87.62904907,6,2,71,92,0,0,1
Uptown,4393551,75,41.97366541,-87.66398288,2,1,20,98,1,0,0
Lake View,4394093,75,41.95581423,-87.66922134,2,1,13,100,0,0,0
Lower West Side,4394224,60,41.8491078,-87.67924084,2,1,4,95,0,0,0
Lake View,4395112,149,41.93820112,-87.65539127,10,5,74,98,1,0,1
South Shore,4409593,67,41.7706241,-87.59009075,8,2,21,96,1,0,0
Irving Park,4417718,50,41.96063318,-87.70652894,1,1,11,96,0,0,0
Edgewater,4439903,75,41.99169031,-87.67390298,2,1,90,94,1,0,1
North Center,4457161,239,41.95945402,-87.67748904,6,3,52,99,0,0,1
Grand Boulevard,4479828,36,41.80699269,-87.62306076,2,1,31,99,1,0,0
Logan Square,4485427,56,41.91547633,-87.69643851,2,1,110,97,1,0,0
Armour Square,4503103,110,41.8552477,-87.63506542,5,3,65,90,0,0,1
Armour Square,4503253,53,41.85535259,-87.63312325,3,1,3,87,0,0,0
Armour Square,4503332,125,41.8575819,-87.63508297,6,3,62,94,0,0,1
Armour Square,4503414,33,41.8564339,-87.63134372,2,1,0,,0,0,0
Logan Square,4530084,179,41.93008229,-87.70562448,6,3,126,91,0,0,1
Near West Side,4539815,215,41.88403196,-87.65593213,4,1,0,,0,0,1
Lincoln Park,4546614,300,41.91321563,-87.65018674,4,2,2,100,0,0,1
Irving Park,4567558,45,41.95378081,-87.73875518,3,1,81,91,1,0,0
Near North Side,4571132,135,41.90004192,-87.62265757,6,0,180,90,0,0,0
Logan Square,4572882,68,41.93012673,-87.7097618,3,1,21,100,1,0,1
Near North Side,4583322,198,41.9084541,-87.63604911,4,2,0,,0,0,1
Uptown,4592031,85,41.96654271,-87.65701546,4,2,41,100,1,0,0
Lincoln Park,4596953,150,41.92760018,-87.64134856,2,1,17,100,0,0,1
West Town,4598631,93,41.91214536,-87.66831277,8,1,170,91,1,0,1
Lake View,4605354,175,41.93503546,-87.65186593,4,1,5,88,0,0,1
Near North Side,4616669,120,41.90856912,-87.64200555,4,1,41,97,1,0,1
Rogers Park,4631385,115,42.01117168,-87.66466109,5,4,54,89,0,0,1
Dunning,4631540,40,41.94260133,-87.79945897,2,1,18,91,0,0,0
Near North Side,4631576,175,41.90902457,-87.62613444,2,1,13,97,0,0,1
West Town,4632510,99,41.90383419,-87.69455169,4,2,122,96,0,0,1
Uptown,4644849,250,41.95773125,-87.64759426,4,2,40,94,0,0,1
Logan Square,4667333,75,41.92233746,-87.68700326,2,1,121,90,0,0,0
Lincoln Park,4668682,743,41.91688142,-87.63564168,15,4,81,98,1,0,1
Avondale,4698247,90,41.93261984,-87.71006992,2,0,109,99,1,0,1
Lake View,4708477,110,41.94017093,-87.66987352,3,1,18,99,0,0,1
Lake View,4720091,159,41.93424932,-87.65015518,2,0,37,91,0,0,1
Logan Square,4730797,50,41.92191755,-87.70019967,3,1,39,94,1,0,0
Logan Square,4731523,50,41.92120198,-87.69993257,3,1,27,96,1,0,0
Irving Park,4735600,27,41.96106284,-87.70635106,1,1,4,100,0,0,0
Logan Square,4736295,99,41.91735402,-87.67712019,3,1,44,95,0,0,1
Near North Side,4737080,120,41.90442028,-87.62461598,2,0,224,99,1,0,1
West Town,4743282,125,41.90368118,-87.67993176,2,2,61,98,1,0,0
Lincoln Park,4759710,200,41.91375671,-87.63360583,6,2,5,96,0,0,1
South Deering,4777997,150,41.72077391,-87.57855782,6,3,40,92,0,0,1
Lake View,4785815,110,41.94200414,-87.64778152,3,1,51,100,0,0,1
Humboldt Park,4785917,40,41.91041317,-87.70328479,1,1,79,91,0,0,0
Uptown,4793938,199,41.97137541,-87.66721988,6,2,45,98,1,0,0
West Town,4803582,145,41.90737951,-87.67712556,2,1,65,95,1,0,1
Near West Side,4831472,90,41.87007736,-87.66346721,4,1,188,98,1,0,0
Uptown,4840199,499,41.97182246,-87.66773352,7,3,16,98,1,0,1
Uptown,4840753,159,41.97174599,-87.66853585,2,1,27,99,1,0,0
North Park,4849968,75,41.98368493,-87.71233732,3,1,0,,0,0,1
Lincoln Park,4852830,105,41.91220889,-87.64955728,2,1,211,98,0,0,0
West Town,4872152,55,41.90793364,-87.68840235,2,1,138,95,0,0,0
Albany Park,4907692,110,41.96534917,-87.69923875,4,2,7,97,0,0,1
North Center,4912516,147,41.94691144,-87.68787102,6,2,119,97,1,0,1
Grand Boulevard,4923963,195,41.81158465,-87.61335962,7,2,21,87,0,0,1
Pullman,4925062,50,41.68905873,-87.60768728,1,1,7,91,0,0,0
West Town,4931044,70,41.89473274,-87.68153754,1,1,20,97,0,0,0
West Town,4956371,55,41.90021235,-87.69305467,6,3,104,90,0,0,0
Rogers Park,4978940,95,42.01446733,-87.66605972,2,1,37,92,0,0,0
Logan Square,4979274,35,41.91879017,-87.68754035,11,1,180,91,1,0,0
Lincoln Park,4994471,350,41.92103723,-87.65890854,9,4,16,100,0,0,1
Uptown,5014976,359,41.97084849,-87.66694541,7,3,33,99,1,0,1
Auburn Gresham,5027850,89,41.73414631,-87.63924897,5,2,3,100,0,0,1
West Town,5041693,165,41.89394368,-87.68549635,6,2,41,95,0,0,1
Near North Side,5074013,250,41.89316137,-87.62442138,4,2,176,99,1,0,1
Loop,5082991,110,41.88385348,-87.63490395,2,0,8,100,1,0,1
West Town,5085454,160,41.90836876,-87.66666551,4,2,323,96,1,0,1
West Town,5092325,78,41.90747441,-87.67715365,3,1,52,98,0,0,0
Loop,5095173,110,41.88331637,-87.63308722,2,0,4,95,1,0,1
Logan Square,5095370,40,41.91713872,-87.68750684,8,1,55,99,1,0,0
West Town,5102125,90,41.89493608,-87.65888054,2,1,52,97,1,0,0
Lincoln Park,5102601,139,41.92237224,-87.65004768,2,0,114,96,1,0,1
West Town,5117490,105,41.89955463,-87.6922197,4,1,136,98,1,0,0
Logan Square,5126218,145,41.92149292,-87.67816564,6,3,3,100,0,0,1
Lincoln Square,5152597,130,41.96783201,-87.69364495,5,2,20,100,0,0,1
Logan Square,5169411,125,41.91858234,-87.6778985,4,2,25,99,0,0,1
Loop,5172260,150,41.88246017,-87.63499114,2,0,2,100,1,0,1
West Town,5185790,5000,41.89256785,-87.66985517,8,3,0,,0,0,1
West Town,5195252,85,41.90367981,-87.67942872,2,1,48,99,1,0,0
West Town,5205377,74,41.90436116,-87.67953414,2,1,143,98,1,0,0
West Town,5210927,79,41.89266067,-87.68654585,4,1,234,98,1,0,1
West Town,5210931,200,41.88944518,-87.68241361,2,1,64,98,1,0,1
West Town,5231461,150,41.90036041,-87.69331519,4,2,107,97,1,0,1
Lower West Side,5273709,69,41.85746856,-87.67034256,4,1,3,100,0,0,1
West Town,5278739,69,41.90645154,-87.68640921,2,1,244,96,1,0,1
Loop,5278845,135,41.88378228,-87.63393572,4,1,7,97,1,0,1
Lower West Side,5283285,25,41.85624991,-87.67048812,2,1,155,92,0,0,0
Near South Side,5293063,86,41.85477426,-87.62195914,2,1,17,100,0,0,1
Hyde Park,5297152,65,41.79717849,-87.59734717,2,1,148,97,1,0,0
West Town,5321981,50,41.90977542,-87.67690616,2,1,41,91,0,0,0
West Town,5322865,48,41.91059804,-87.67590715,2,1,40,96,0,0,0
Rogers Park,5328080,95,42.00238954,-87.66692239,6,2,102,99,1,0,1
Logan Square,5338141,59,41.91574118,-87.68840533,3,1,26,96,0,0,0
Logan Square,5351905,100,41.91778777,-87.6830361,2,1,82,96,1,0,1
West Town,5359984,190,41.89522939,-87.66601008,8,3,55,95,1,0,1
West Town,5362499,46,41.89615473,-87.6979619,2,1,24,94,0,0,0
West Town,5383435,159,41.89980486,-87.6820446,6,1,30,96,1,0,1
Logan Square,5393792,120,41.91940778,-87.67708417,6,2,26,98,1,0,1
Logan Square,5406217,160,41.92681331,-87.70853304,2,1,80,99,0,0,1
Hyde Park,5414283,72,41.79810095,-87.58926892,2,1,151,98,1,0,0
Lincoln Park,5414968,189,41.92908124,-87.66444905,4,2,28,94,0,0,1
Logan Square,5433586,130,41.92397829,-87.70678896,2,1,67,98,0,0,1
Edgewater,5447105,203,41.97733904,-87.66337928,2,1,52,99,1,0,1
Logan Square,5447656,100,41.91765073,-87.71262887,2,1,26,98,0,0,1
Lake View,5457222,139,41.94898564,-87.64354729,4,1,107,96,0,0,1
Logan Square,5480976,119,41.92021471,-87.69004913,6,2,168,91,0,0,1
Rogers Park,5481685,45,42.01622138,-87.67960124,2,1,20,97,0,0,0
Lincoln Park,5509147,148,41.91644367,-87.65215811,4,2,45,97,1,0,1
Irving Park,5511358,34,41.94729361,-87.70328832,1,1,37,98,1,0,0
West Town,5545645,89,41.89630747,-87.69998813,6,2,56,96,1,0,1
West Town,5571262,275,41.89806819,-87.67336428,6,2,60,99,1,0,1
West Town,5601166,80,41.89540917,-87.67536771,2,1,40,99,1,0,0
Lake View,5602585,174,41.94624948,-87.65845618,6,0,25,95,0,0,1
West Town,5632638,120,41.90900343,-87.67688697,2,1,38,96,0,0,0
Uptown,5645139,71,41.96834313,-87.65850572,2,1,105,98,1,0,0
West Town,5651414,62,41.89403451,-87.68074623,2,1,97,95,0,0,0
Logan Square,5672345,175,41.91540419,-87.68721256,6,2,56,97,1,0,1
Loop,5679314,199,41.88755399,-87.61600289,4,1,1,100,0,0,1
Lincoln Park,5681790,190,41.91926185,-87.65052101,4,2,125,95,0,0,1
West Town,5706620,279,41.90196521,-87.67407774,4,2,6,93,0,0,1
Logan Square,5712768,199,41.91924891,-87.69096494,12,5,150,87,0,0,1
Lake View,5733394,129,41.94271138,-87.65291783,2,1,32,98,1,0,1
West Ridge,5748576,119,41.98805232,-87.69570136,8,3,52,95,1,0,1
Uptown,5749161,200,41.96033447,-87.65525607,3,1,6,88,0,0,1
South Lawndale,5785758,45,41.85289505,-87.69617418,1,1,12,97,1,0,0
Logan Square,5794319,35,41.92045949,-87.71656499,2,1,160,90,0,0,0
Uptown,5795174,58,41.9655658,-87.66095962,1,1,20,100,1,0,0
Near West Side,5796340,99,41.87093859,-87.68773918,4,2,127,94,1,0,1
South Lawndale,5804791,45,41.85283695,-87.698309,1,1,9,93,1,0,0
South Lawndale,5805991,68,41.8541773,-87.69619279,1,1,5,100,1,0,0
South Lawndale,5807478,55,41.85438714,-87.69619665,1,1,7,97,1,0,0
South Lawndale,5807548,55,41.85390188,-87.69814167,1,1,9,89,1,0,0
Lincoln Square,5814832,97,41.97142487,-87.67634946,2,1,70,99,1,0,1
Near North Side,5824524,145,41.90121825,-87.62933127,3,0,5,96,0,0,1
Loop,5827151,119,41.87004068,-87.62602209,2,1,243,92,0,0,0
West Town,5836043,325,41.90138041,-87.6733493,5,2,27,99,1,0,1
Lincoln Park,5847065,75,41.91727219,-87.65333719,2,2,97,89,0,0,0
Grand Boulevard,5850897,105,41.81214202,-87.61231495,2,1,16,100,1,0,0
West Garfield Park,5851115,95,41.87477619,-87.72130867,10,3,202,96,1,0,1
Logan Square,5851766,79,41.92468607,-87.70948464,2,1,432,97,1,0,0
Lake View,5858718,1145,41.94249868,-87.65233951,8,4,0,,0,0,1
East Garfield Park,5861971,55,41.88674989,-87.70660173,4,0,44,93,0,0,1
Lincoln Park,5863177,85,41.91756004,-87.65142121,2,1,122,96,0,0,0
West Town,5869607,200,41.88918065,-87.68011738,2,1,27,96,1,0,1
Lake View,5874798,93,41.94083612,-87.65781474,2,1,160,97,1,0,0
Near North Side,5882164,250,41.8997438,-87.62082525,4,2,5,92,1,0,1
East Garfield Park,5884731,79,41.88753785,-87.70729829,8,3,164,90,0,0,1
Near West Side,5911098,240,41.88231771,-87.64911687,2,1,22,98,0,0,1
Near West Side,5912305,45,41.87863233,-87.68151647,2,1,16,100,1,0,0
Greater Grand Crossing,5925583,70,41.76586559,-87.61818659,4,2,6,93,0,0,0
West Town,5929998,150,41.91033377,-87.68443905,4,2,26,98,1,0,1
Loop,5945206,365,41.8880011,-87.61570626,6,2,2,100,0,0,1
Near North Side,5959115,120,41.8943957,-87.61554234,4,2,4,100,1,0,1
West Town,5974083,142,41.89309117,-87.65006649,2,1,39,99,1,0,0
West Town,5977874,160,41.90531401,-87.6671333,6,2,155,98,1,0,1
Hermosa,5980645,27,41.9343265,-87.7394453,1,1,39,94,0,0,0
West Town,5981743,64,41.91010502,-87.6770989,1,1,10,84,0,0,0
Mckinley Park,5996942,59,41.82962471,-87.67529372,2,1,53,89,0,0,1
Avondale,6000726,87,41.93583161,-87.69360512,2,1,102,95,1,0,1
Edgewater,6000922,75,41.99782792,-87.66232399,2,1,116,98,1,0,0
Irving Park,6003054,60,41.94440426,-87.73020133,2,1,78,96,1,0,0
Douglas,6014028,86,41.83617687,-87.62081581,2,1,198,97,1,0,0
Loop,6014128,200,41.87352368,-87.62968513,4,2,3,100,1,0,1
Rogers Park,6026996,100,42.00975006,-87.66466797,4,1,37,89,0,0,1
West Ridge,6039038,25,42.01713928,-87.68808115,2,1,108,95,1,1,0
North Center,6045978,299,41.94641583,-87.68348415,8,3,3,93,0,0,1
Uptown,6051322,219,41.97281757,-87.66878947,3,1,5,92,1,0,0
Uptown,6053269,399,41.97155976,-87.66699725,5,2,19,98,1,0,0
Lake View,6057908,170,41.93923709,-87.65501966,5,2,157,97,1,0,1
North Center,6065318,59,41.94850714,-87.68290737,4,1,282,99,1,0,0
Rogers Park,6077875,45,42.00802518,-87.67253859,2,1,145,100,1,0,0
North Center,6078393,475,41.95730119,-87.68005508,10,5,20,100,0,0,1
Uptown,6079747,123,41.97629106,-87.6543717,2,1,125,94,0,0,1
Uptown,6093540,109,41.96884955,-87.66617246,2,1,55,99,1,0,0
Rogers Park,6103482,55,42.00199088,-87.66722989,4,1,19,100,1,0,1
West Town,6104268,159,41.90155668,-87.6637495,4,2,78,98,1,0,1
Lincoln Park,6120375,185,41.9172045,-87.65640122,4,2,26,95,0,0,1
West Town,6129236,76,41.89657232,-87.65600579,2,1,88,98,1,0,0
Lower West Side,6133578,85,41.85850021,-87.66920951,4,1,273,98,1,0,1
Near West Side,6133986,249,41.88738109,-87.64557054,4,1,40,95,0,0,1
Logan Square,6140685,48,41.91831667,-87.68656263,2,1,73,99,1,0,0
Logan Square,6150893,150,41.93146675,-87.70801172,8,3,156,97,1,0,1
North Center,6153674,299,41.94106333,-87.68213943,8,3,11,87,0,0,1
Near North Side,6168481,100,41.90736344,-87.62673689,3,2,4,85,0,0,1
Logan Square,6183074,118,41.91984729,-87.68893601,4,2,34,98,1,0,1
Avondale,6185146,105,41.93710831,-87.71932959,4,2,241,94,0,0,1
Avondale,6185638,51,41.94208314,-87.71685054,2,1,147,88,0,0,0
